track_id,track_name,artists,album,danceability,loudness,acousticness,liveness,valence,tempo
1aEsTgCsv8nOjEgyEoRCpS,this is how you fall in love,"Jeremy Zucker, Chelsea Cutler",brent ii,0.441,-12.499,0.732,0.126,0.269,77.971
5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,Khalid,Suncity,0.551,-8.559,0.606,0.11,0.341,167.923
1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,Sweet Action,0.923,-6.671,0.017,0.272,0.826,145.062
0sBJA2OCEECMs0HsdIQhvR,West Coast,OneRepublic,West Coast,0.685,-7.803,0.317,0.0895,0.884,134.057
1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,Lauv,~how i'm feeling~,0.702,-7.105,0.144,0.108,0.143,82.009
52INmBPUsLUQ6to3WnGWUm,You,Armaan Malik,You,0.463,-6.705,0.776,0.544,0.593,110.052
4euXJuErBCqH2LEApfxI6i,broken - acoustic,lovelytheband,broken (acoustic),0.685,-10.434,0.798,0.0951,0.42,123.015
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,0.863,-4.689,0.305,0.123,0.817,128.977
1Srt81FTalOhRw7t7l8Yh8,Tattoos Together,Lauv,~how i'm feeling~,0.862,-7.486,0.00575,0.123,0.598,122.961
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),0.761,-6.9,0.44,0.0921,0.531,80.87
46HNZY1i7O6jwTA7Slo2PI,My Universe,"Coldplay, BTS",Music Of The Spheres,0.573,-6.268,0.0114,0.328,0.47,105.006
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,Safe Haven,0.609,-2.958,0.0157,0.0864,0.454,116.959
1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,0.593,-6.725,0.293,0.405,0.71,178.781
1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",Mercury - Act 1,0.728,-4.424,0.237,0.434,0.555,77.011
0du67LyuJeUjQChxl8rTa8,26,Lauv,26,0.643,-8.636,0.809,0.237,0.506,164.16
73v7YOwGDtzfPm3PfUudL5,Alright,Saint Raymond,Alright,0.508,-8.247,0.762,0.11,0.294,169.652
65y4rIRzaY2B0kOGv8HuIi,Blackbirds,Ghostly Kisses,"Heaven, Wait",0.462,-9.807,0.42,0.0995,0.305,179.91
5kS3Kw2elRTrodnsyQuhvI,Can't Leave You Alone (feat. Juice WRLD),"Maroon 5, Juice WRLD",JORDI (Deluxe),0.727,-7.296,0.159,0.105,0.43,139.996
7FjIYiD53wxlQmzTT6Wdpf,space girl,Frances Forever,space girl,0.669,-9.598,0.332,0.37,0.196,125.979
4mCjBhhyMNIzX6mZT5f0n0,All Time Low,Chymes,All Time Low,0.661,-8.208,0.875,0.08,0.346,93.235
2cc8Sw1OnCuA5bV8nqWqpE,You,"Regard, Troye Sivan, Tate McRae",You,0.691,-5.6,0.0592,0.0647,0.514,106.064
5WTppsgHUggYFXopdCpyA9,I'm Here,Sweet Talk Radio,Horology,0.574,-8.982,0.867,0.101,0.183,110.033
2fvgn1xCyf0VQ5o33ZCoc6,The Wire,Vancouver Sleep Clinic,The Wire,0.382,-12.856,0.821,0.0929,0.129,81.293
6OcCk1dbAb7XNHsC098oEM,I Quit Drinking,"Kelsea Ballerini, LANY",I Quit Drinking,0.607,-6.997,0.394,0.182,0.386,95.002
1d8Pn4akKfdadbavUjAGoS,Let Somebody Go - Single Version,"Coldplay, Selena Gomez",Let Somebody Go,0.639,-9.091,0.204,0.11,0.24,134.974
79ZC7mOJCR4YjJ24wuaunx,dear parents,sundial,dear parents,0.385,-10.525,0.875,0.127,0.24,79.452
38xWaVFKaxZlMFvzNff2aW,Breakeven,The Script,The Script,0.627,-4.504,0.174,0.0789,0.535,94.003
6nLctpnQJiPTxkaSgbPKiw,Together,"Martin Garrix, Matisse & Sadko",Seven,0.509,-4.773,0.0732,0.233,0.196,127.871
0HcmmsPF51WiDBCgKfFdyl,Won't You Stay,heyboy,Won't You Stay,0.677,-8.083,0.025,0.105,0.677,85.967
2g5HVcE4OCp9SZybPEWzny,Somewhere Only We Know,Miki Ratsula,Somewhere Only We Know,0.698,-21.036,0.989,0.0807,0.586,94.193
4sxssJY6nbqDHnsgZPkRZW,Superficial Love - Single Version,Ruth B.,Safe Haven,0.599,-2.808,0.359,0.107,0.391,147.934
4fFfyouye6vrX9o9z4PVMu,Never Not,Lauv,I met you when I was 18. (the playlist),0.47,-9.243,0.693,0.104,0.264,133.714
1XyL3J7eTTKnxRZAM3LqIT,Beggin (original version),Madcon,So Dark The Con Of Man,0.715,-5.144,0.0271,0.0648,0.445,129.023
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,"Blackstreet, Dr. Dre, Queen Pen",Another Level,0.867,-4.674,0.303,0.279,0.67,88.634
3IHHqmfKJHyI0obINUdg1W,21 Guns,Green Day,21st Century Breakdown,0.26,-4.765,0.048,0.454,0.419,159.072
2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Survivor,Eye Of The Tiger,0.815,-14.522,0.216,0.0787,0.552,108.965
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,0.578,-3.804,0.00701,0.257,0.619,128.038
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",Don't You Worry Child,0.612,-3.145,0.112,0.116,0.438,129.042
5NlFXQ0si6U87gXs6hq81B,Candy,Robbie Williams,Take The Crown (Deluxe Edition),0.715,-6.63,0.0368,0.0694,0.879,116.043
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,Until I Found You,0.539,-6.05,0.727,0.174,0.227,101.358
0IakguBBeTUsAILmugkEam,You Right,"Doja Cat, The Weeknd",You Right,0.828,-6.414,0.0164,0.0845,0.436,128.986
0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West,Graduation,0.617,-7.858,0.00564,0.408,0.49,103.992
3HWzoMvoF3TQfYg4UPszDq,Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),0.715,-3.046,0.11,0.123,0.412,158.087
4v1TTTCadimzZkTuDTnYBc,HANDSOMER,Russ,HANDSOMER,0.886,-6.413,0.188,0.11,0.476,81.985
6pGuOWYOFDcSgmVvFWRWSv,The Flute Song,Russ,ZOO,0.789,-7.942,0.212,0.221,0.343,138.064
2Zi57crbvPvXw8I2FIQ5T6,When I'm With You,Russ,When I'm With You,0.68,-16.934,0.83,0.117,0.631,74.112
73hmUGQvCNlhDWzNPRvcx3,Goodbye,Russ,Pink Elephant,0.743,-12.409,0.354,0.187,0.556,112.366
5irzewJoHob42Nq3P9kOYh,Seduce (Feat. Capella Grey & Tamae),"Russ, Tamae, Capella Grey",Seduce (Feat. Capella Grey & Tamae),0.825,-6.973,0.624,0.0575,0.75,94.032
5mlUncTyv2HQ7jabcboTM0,HEADY,Zavalaa,HEADY,0.657,-7.358,0.0191,0.228,0.601,115.059
1W71EPtsIzJCkRMmuis7ZJ,Pretty Child,Indus Creed,Indus Creed,0.586,-13.91,0.627,0.0985,0.583,147.389
1VSngtLdJhrlfHkLxTyOXK,King,Florence + The Machine,King,0.73,-8.376,0.142,0.107,0.075,105.976
2yjJsfgodykCBLRGskqb5m,Udhero Na feat. Anoushka Shankar,"Arooj Aftab, Anoushka Shankar",Udhero Na,0.349,-11.484,0.86,0.107,0.0385,99.153
0kiaVCnEEFQWIbEd9bjqAe,Sleep Together,Porcupine Tree,Fear of a Blank Planet,0.552,-12.923,0.268,0.0778,0.112,144.005
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,Nice To Meet Ya,0.591,-4.351,0.0119,0.395,0.392,109.034
5YqwpwmzMGwUIU9h1kcOK8,Nicotine,Chef'Special,Amigo,0.64,-9.532,0.622,0.0965,0.439,90.04
0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,evermore,0.462,-12.077,0.92,0.113,0.32,171.319
6VWsWgliFma9IFL2NlQ1H7,Check the Lock,clipping.,Visions of Bodies Being Burned,0.815,-8.089,0.0964,0.235,0.381,101.004
4AmcmraFjVzFb9SQDNTRyl,Youth,Daughter,If You Leave,0.4,-11.294,0.887,0.117,0.408,146.977
3yVNdIdfGcstxWe6SmECh9,Slip Away,"UNSECRET, Ruelle",Slip Away,0.419,-9.547,0.947,0.0963,0.176,62.796
0MF5QHFzTUM2dYm6J7Vngt,Mr Loverman,Ricky Montgomery,Montgomery Ricky,0.639,-6.697,0.245,0.25,0.488,130.033
2x2x2U3sAv6IP7O0F9zEvc,Falling In Love,Cigarettes After Sex,Falling In Love,0.482,-11.638,0.722,0.125,0.347,140.617
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,0.481,-5.862,0.153,0.154,0.497,79.064
1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,Keane,Hopes And Fears,0.448,-4.203,0.06,0.0828,0.304,172.004
5xo8RrjJ9CVNrtRg2S3B1R,Motion Sickness,Phoebe Bridgers,Stranger in the Alps,0.651,-9.021,0.774,0.0842,0.623,107.021
1LErJ8H8vJK9uJi66zlvbw,NIGHTTIME (Interlude),Russ,SHAKE THE SNOW GLOBE,0.823,-5.883,0.34,0.084,0.879,142.0
5ciyqWW5YuGqF4Avu7uwry,Nothing Compares - Bonus Track,The Weeknd,After Hours (Deluxe),0.532,-9.313,0.00253,0.234,0.0397,131.922
50iiDJGpAPdr2VTrz999XA,House Of Balloons / Glass Table Girls,The Weeknd,Trilogy,0.65,-5.417,0.0123,0.301,0.319,89.019
57qiTKh8bVX0VtfUNTQqhw,Nothing Without You,The Weeknd,Starboy,0.575,-8.1,0.0646,0.0878,0.191,109.825
1oGdVdYjeQvojGKDddxLQQ,True Colors,The Weeknd,Starboy,0.624,-8.237,0.286,0.173,0.584,76.671
3f8GsREWWKy7lE6f2YzLj4,Vanilla & Light,Tommy Newport,Liquid,0.75,-4.432,0.175,0.18,0.46,166.165
3tj1cKu9SOnchX6twBKn30,Interior People,King Gizzard & The Lizard Wizard,Butterfly 3000,0.64,-8.103,0.223,0.459,0.481,156.015
5S5u0EWtlblH00iTNExZ6X,I Think I Like When It Rains,WILLIS,Locals 2,0.622,-7.105,0.0448,0.0957,0.278,124.455
42Wb5T7YmdrzVD81cUWWAg,Pancho and Lefty,Townes Van Zandt,Rear View Mirror,0.257,-8.063,0.44,0.564,0.397,148.848
43MAskU01rDFotI4okKUrS,Sea of Mercy,Hogni,Con Man,0.437,-14.133,0.934,0.0874,0.2,104.124
5LNCjqlDfOb8Pki1j1UWx5,Run to the Ocean,Jeremiah de Rozario,Run to the Ocean,0.351,-12.761,0.824,0.081,0.274,130.388
1zS7wXUlPhxdOgGZ7RorQ2,Hello World,"Alan Walker, Torine",Hello World,0.651,-6.548,0.00738,0.193,0.124,104.139
2PlQQqul5YhCYKtzQ5wyy1,Night Moves,Roosevelt,Roosevelt,0.711,-6.538,0.0412,0.0833,0.514,124.017
26gAJmT5PipdLamyFMy7c8,See You Again,Roosevelt,Polydans,0.612,-4.841,0.0661,0.168,0.583,121.966
5maosvba9QkQP14u6vtxog,Montreal,Roosevelt,Elliot - EP,0.669,-9.004,0.00221,0.203,0.838,115.973
4BWtx4oafnboNpyH1x8zEc,"fiimy - fuck it, i miss you","Winnetka Bowling League, Demi Lovato","fiimy (fuck it, i miss you)",0.389,-11.566,0.434,0.149,0.501,72.695
39wo5oqqup3NHiNGDYn67f,Dusty Road,Steph Strings,Dusty Road,0.503,-10.036,0.642,0.121,0.526,111.531
2AJrvGYUgdGk4iMZjifbO5,Pockets In Her Dress,Matt Walden,The Light Between The Trees,0.362,-12.411,0.549,0.0943,0.0816,76.918
7nqHe0lSJzNZ5St3N7bfM3,Joe,AJR,OK ORCHESTRA,0.604,-8.645,0.272,0.113,0.436,76.867
5WppvSzsJBoQhT6V8HV9U8,Sleepyhead,Parekh & Singh,Sleepyhead,0.734,-9.248,0.437,0.112,0.613,92.038
6q5PWlVAnTNvVmeW9aXGq5,Nina Cried Power (feat. Mavis Staples),"Hozier, Mavis Staples",Nina Cried Power - EP,0.29,-2.611,0.00949,0.0821,0.651,98.835
4yEmhRpoCtT07pMhFWJHER,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",Moth To A Flame,0.542,-7.289,0.00279,0.105,0.109,120.122
2tcdLQcDX7J0ae9j80LmHT,The Sky,Maddy Estelle,My Favorite Words,0.72,-10.361,0.808,0.0917,0.408,94.047
7d8b4xJqwlPNZD9ahIhpwB,If It Don’t Bleed,James McMurtry,The Horses and the Hounds,0.529,-6.53,0.109,0.168,0.668,172.907
2gbRKKSyW7e7vAkyvrJkte,Pray,Jessie Murph,Pray,0.588,-7.753,0.726,0.0965,0.206,96.571
6EWMIMG2mmTWu9CeVFrhi4,Evangelists,Gang of Youths,Evangelists,0.622,-9.078,0.188,0.234,0.583,121.994
3YQA5wp0v5qTJF4Lq1qHIS,This is Love - Interlude,"Joey Kidney, Matt Walden",This is Love,0.608,-16.038,0.638,0.35,0.229,130.0
6M0tj2hONdMEveSWg3JdQG,Day ‘n’ Nite - Spotify Singles,Coldplay,Spotify Singles,0.6,-12.847,0.813,0.099,0.237,116.043
20WSCvv9qfQHzYzTaLyXHH,Roddy,Djo,Twenty Twenty,0.559,-9.161,0.112,0.0686,0.677,179.991
2iatXu415rxIRAQJ9dXWi5,Trains - Remastered,Porcupine Tree,In Absentia (Deluxe - Remastered),0.453,-12.713,0.0256,0.154,0.213,174.203
6CVLP3Mo0iU6541Q231ux6,Suitcase,Matthew Koma,Suitcase,0.426,-6.07,0.16,0.109,0.129,122.971
0DHh3p0g7qmNNfNdRNwL6N,Try Again (feat. Lauv),"DallasK, Lauv",Try Again (feat. Lauv),0.74,-7.262,0.41,0.137,0.198,124.003
1B3q53I9zJk6NROKVE3EBz,This Could Be,Joel Ansett,A Place I Knew Before,0.576,-9.924,0.741,0.113,0.248,109.973
3ean5e6RAA0iwKepBW3UqE,My Fit,"Mad Circuit, TeaMarrr",Airhead,0.68,-7.898,0.00115,0.0696,0.449,99.146
5ikx3xVoCAoEMh47AYmZNe,Sims,Lauv,~how i'm feeling~,0.544,-9.136,0.563,0.0635,0.519,98.423
3HGnIIdHYIbkowzLk8UHbE,Wishful Drinking (with Sam Hunt),"Ingrid Andress, Sam Hunt",Wishful Drinking (with Sam Hunt),0.678,-7.317,0.289,0.0734,0.614,79.018
5c9qm0bMYawSyRNUTmUMs5,Visions of Gideon,Sufjan Stevens,Call Me by Your Name (Original Motion Picture Soundtrack),0.252,-18.197,0.942,0.0892,0.2,75.056
7aaNI1CcatMjsTBRWqmmQ4,Where The Roses Grow,Tommy Newport,Just To Be Ironic,0.651,-12.921,0.732,0.0856,0.349,112.095
46QrTPAuu0iJHnECJKIWWH,Hold My Heart,Sara Bareilles,Kaleidoscope Heart,0.486,-5.501,0.0425,0.108,0.438,145.821
51vvmL3kyLhCr5hqy4MbFC,Slow Dancing,Adam French,Slow Dancing,0.609,-6.414,0.48,0.0828,0.249,84.846
4kTLpAbhuEGHAAdDjOIWaa,Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",Man On The Moon: The End Of Day (Int'l Version),0.627,-9.056,0.497,0.324,0.247,115.284
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,A/B,0.489,-8.022,0.579,0.104,0.337,163.255
5TbZEYpwXya5oNqGJbiIQx,evergone,Christina Perri,evergone,0.5,-8.05,0.447,0.107,0.309,138.525
2osJCvi2zzebMQTc7vvcAm,Just the Way You Are,Bruno Mars,100 Greatest R&B,0.635,-5.379,0.0134,0.0622,0.424,109.021
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,Chosen,0.714,-4.808,0.127,0.359,0.589,134.002
0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,evermore,0.392,-9.195,0.833,0.145,0.529,81.112
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),0.583,-7.289,0.0374,0.126,0.498,140.061
22sLuJYcvZOSoLLRYev1s5,Material Girl,Madonna,Celebration (double disc version),0.742,-3.419,0.333,0.0964,0.978,136.506
00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),"Post Malone, The Weeknd",One Right Now,0.687,-4.806,0.0361,0.0755,0.688,97.014
228kBZOCrpTt9A22K2MCIL,Never Tear Us Apart,Paloma Faith,Fall To Grace (Deluxe),0.532,-7.5,0.368,0.148,0.163,96.335
5Gg98ul6huBLdp3KWjv6te,simple.,coldbrew,simple.,0.827,-10.398,0.841,0.0968,0.2,83.023
7kQkmyoHCEqwe7QwDbkSXM,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night,0.737,-7.941,0.802,0.171,0.374,127.921
4FYWOYqOF9lbb1JcZFDT67,Cool for the Summer - Sped Up (Nightcore),"Demi Lovato, Speed Radio",Cool for the Summer [Sped Up (Nightcore)],0.561,-8.209,0.00751,0.316,0.264,125.874
7EBJeRTwxPT00K35jazm7W,Where We Started,"Thomas Rhett, Katy Perry",Where We Started,0.6,-6.555,0.272,0.0927,0.626,139.94
6VLMuTTDcjm02MqbVzAMeR,Superheroes - Acoustic,The Script,Acoustic Sessions 3,0.571,-6.902,0.139,0.0755,0.484,171.006
6Kkt27YmFyIFrcX3QXFi2o,Liability,Lorde,Melodrama,0.587,-11.254,0.92,0.1,0.379,75.67
6sHxpnCerm9M6A5zaFFNfs,Gone,Blake Rose,Gone,0.317,-6.439,0.039,0.116,0.14,139.014
0EL7R2Jw0eZsoMxsKZcYvC,Time to Sink,Edwin Raphael,Time to Sink,0.454,-8.465,0.72,0.146,0.137,144.873
1vcAHEXL5Cl9TUk0ESvWnN,SHC,Foster The People,Sacred Hearts Club,0.5,-4.133,0.00126,0.329,0.269,121.989
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Tame Impala,Currents,0.64,-4.083,0.0115,0.167,0.785,116.879
4BIuY0oEopXizyP3WvkNrT,Oh shit…are we in love?,Valley,Last Birthday,0.697,-6.335,0.0576,0.294,0.37,95.086
0zycJ5wiUlx2aP3MySQv0S,Our Time,Russ,ZOO,0.758,-6.49,0.0746,0.167,0.491,148.093
3ekNuTF3UpOvIZCfiejpnC,Stubborn Love,The Lumineers,The Lumineers,0.598,-11.679,0.607,0.196,0.221,115.01
1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),0.422,-9.214,0.629,0.104,0.123,114.089
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,0.586,-7.964,0.182,0.0927,0.719,148.088
28STRBEo3Gp4EthtSk4MGW,Hair (feat. Sean Paul),"Little Mix, Sean Paul",Get Weird (Expanded Edition),0.713,-5.781,0.00628,0.825,0.727,153.984
1A43TfohQt3H6K5zg28ExD,Dead and Cold,SadBoyProlific,Dead and Cold,0.793,-10.297,0.867,0.111,0.753,74.746
7lgvGRC1gN0JGgY9VGXsQT,Vacation,Dirty Heads,SWIM TEAM,0.736,-5.588,0.0381,0.105,0.839,150.064
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"Logic, Alessia Cara, Khalid",Everybody,0.62,-7.788,0.569,0.19,0.357,100.023
0nhBKubnVz9yFNNprBniWz,YOUTH,Troye Sivan,Blue Neighbourhood (Deluxe),0.628,-4.437,0.0625,0.0777,0.592,91.507
5eqiMMbaeUZ32Q7sS00H35,Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),0.964,-6.223,0.0668,0.214,0.646,129.994
7LX4aXtvImhdgUHQBlo8Kp,K.,Cigarettes After Sex,Cigarettes After Sex,0.454,-10.26,0.146,0.141,0.313,94.113
5iuWWNhVwmcbSJ5qTuYd9H,Thank You,Lennon Stella,Thank You,0.493,-9.766,0.928,0.11,0.145,135.957
3BrWLBC4WYx393yRUOlTih,Meet Me At Our Spot - Live,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot (Live),0.694,-7.035,0.159,0.103,0.391,94.987
38IIUFYKrYTsEsHsM50DIe,Manifest,Russ,Manifest,0.438,-10.344,0.201,0.109,0.142,150.292
4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,Alec Benjamin,Narrated For You,0.723,-5.572,0.388,0.087,0.551,133.975
0yfFGJt1oeODR9VZYv12sT,Faded Photo,Lowhi,Hyphenated,0.593,-9.218,0.75,0.127,0.357,83.949
5RGYTiIYBst4n6hm6Wgtp6,Where Do I Go from Here?,A Year on Earth,Chapter One,0.349,-12.829,0.787,0.0766,0.123,122.101
1OqiwWb361uyUoT2NITHjd,a million pretty pieces,"Nightly, Fleurie",a million pretty pieces,0.68,-11.806,0.939,0.0897,0.279,119.944
1uE4onkFvDXyBjIGsu9PZ5,drinking games,Sophie Cates,yikes!,0.509,-5.811,0.635,0.613,0.302,94.135
5H6rGu4ZdVlQ2pNR73ijtc,Renee's Lullaby,Tangerine Rye,Sticky,0.424,-11.456,0.772,0.0794,0.341,121.865
7wPVzWQgjEN4E5c7igQnHb,The Little Things You Do (feat. Anushka Manchanda),"Mikey McCleary, Anushka Manchanda",TV Dinners,0.616,-11.857,0.872,0.111,0.32,159.827
0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",0.454,-4.193,0.132,0.115,0.575,166.303
3FpEXAupLwCHwzeUBxF99S,i loved you first,joan,i loved you first,0.556,-9.603,0.0862,0.0999,0.216,75.02
6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Ed Sheeran,Bad Habits,0.808,-3.712,0.0469,0.364,0.591,126.026
0cQsBxe9OAd7luwJWskNQB,Me and My Broken Heart,"Boostereo, The Trendy",Me and My Broken Heart,0.704,-4.584,0.0257,0.425,0.68,105.09
1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,0.498,-4.721,0.511,0.107,0.0784,145.867
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,0.778,-6.865,0.175,0.15,0.472,149.996
7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,LALISA,0.831,-9.998,0.161,0.152,0.396,140.026
0wI7QkCcs8FUQE1OkXUIqd,Scars To Your Beautiful,Alessia Cara,Know-It-All,0.573,-5.74,0.0285,0.111,0.451,97.085
05CrK6Q5VGtfPDtyQFJ4Kf,Sad Song (feat. Elena Coats),"We The Kings, Elena Coats",Somewhere Somehow,0.512,-5.44,0.0724,0.0675,0.249,85.024
0HMjXBAZmSYOTTi33WpMso,History,One Direction,Made In The A.M. (Deluxe Edition),0.655,-4.421,0.0352,0.064,0.802,86.704
65gLJGey4u4KFFqoC5fzFJ,Brother,Kodaline,Politics of Living,0.519,-5.909,0.349,0.121,0.21,120.103
0bfplNkWorRjwpJH7Qd66S,It Girl (feat. Megan Nicole),"Jason Chen, Megan Nicole","The Covers, Vol. 4",0.672,-6.065,0.345,0.166,0.396,91.936
6CJLdpuz4utMTypcE8kUG3,Good Years,ZAYN,Icarus Falls,0.639,-5.979,0.55,0.141,0.158,96.965
4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ,There's Really A Wolf,0.759,-6.545,0.515,0.102,0.209,96.992
6Pce5yn5oOSDB6hZm8Ou2U,In My Blood - Acoustic,Shawn Mendes,In My Blood (Acoustic),0.57,-5.671,0.733,0.139,0.24,139.701
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),0.689,-7.503,0.369,0.0649,0.283,80.025
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Calum Scott,Only Human (Deluxe),0.681,-8.745,0.837,0.0983,0.231,112.672
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",Red Pill Blues (Deluxe),0.851,-6.825,0.568,0.13,0.448,124.959
5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,Make You Mine,0.606,-4.452,0.0128,0.15,0.638,103.014
4cGqn0E8JCSY9gQllQj4Mf,Let Somebody Go,"Coldplay, Selena Gomez",Music Of The Spheres,0.592,-8.93,0.193,0.11,0.155,130.953
07rmSXN6vNoquX1AsWd9pP,Lalala,"Y2K, bbno$",Lalala,0.843,-7.899,0.181,0.137,0.496,129.972
5EbidH3lGB30WuDsoR4km6,No Shame,5 Seconds of Summer,CALM,0.576,-3.019,0.0185,0.0963,0.479,90.932
5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),"Martin Garrix, USHER",Don't Look Down (feat. Usher),0.575,-5.972,0.00406,0.111,0.377,127.991
6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,DAMN.,0.638,-6.664,0.00454,0.0842,0.422,139.913
1y4jsQt7MjnZhiD1L6qFBC,Cradles,Sub Urban,Cradles,0.534,-1.865,0.256,0.176,0.632,78.616
2sezFaefMm8XN2o5t8QXhh,Wiseblood (Johnny Jewel Remix),"Zola Jesus, Johnny Jewel",Wiseblood (Johnny Jewel Remixes),0.154,-8.157,0.814,0.0819,0.103,83.896
5TSz2XVImJFn2iXNt5jtvP,You Belong To Me,The 88,Over And Over,0.476,-8.98,0.902,0.104,0.378,151.98
7I9aSaUzI35w6NBfT5Mede,Jorge Regula,The Moldy Peaches,The Moldy Peaches,0.6,-10.169,0.578,0.0574,0.261,96.434
1JDIArrcepzWDTAWXdGYmP,I Want You To Know,"Zedd, Selena Gomez",True Colors,0.58,-2.876,0.00537,0.145,0.366,129.998
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",beerbongs & bentleys,0.75,-8.094,0.546,0.111,0.459,140.06
49JQdvXRFnXb08qv3KQN56,Man On The Moon,Kid Cudi,Man On The Moon: The End Of Day,0.653,-9.031,0.602,0.366,0.53,91.0
4fzsfWzRhPawzqhX8Qt9F3,Stronger,Kanye West,Graduation,0.617,-7.858,0.00564,0.408,0.49,103.992
2ovQ5MCx91XVjgVWEPfvks,Homecoming,"Kanye West, Chris Martin",Graduation,0.667,-7.059,0.337,0.115,0.918,86.917
7EZC6E7UjZe63f1jRmkWxt,Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),0.309,-8.994,0.0158,0.367,0.312,166.915
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,Ghost Stories,0.545,-6.474,0.00617,0.209,0.162,124.97
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),0.727,-2.871,0.00417,0.091,0.749,132.067
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",0.778,-5.892,0.284,0.405,0.758,100.024
3C0nOe05EIt1390bVABLyN,On The Floor,"Jennifer Lopez, Pitbull",Love?,0.73,-5.194,0.105,0.0691,0.575,130.0
5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",MONTERO,0.741,-7.395,0.0221,0.0476,0.892,150.087
