track_id,track_name,artists,album,valence
0nhBKubnVz9yFNNprBniWz,YOUTH,Troye Sivan,Blue Neighbourhood (Deluxe),0.592
5eqiMMbaeUZ32Q7sS00H35,Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),0.646
7LX4aXtvImhdgUHQBlo8Kp,K.,Cigarettes After Sex,Cigarettes After Sex,0.313
5iuWWNhVwmcbSJ5qTuYd9H,Thank You,Lennon Stella,Thank You,0.145
3BrWLBC4WYx393yRUOlTih,Meet Me At Our Spot - Live,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot (Live),0.391
38IIUFYKrYTsEsHsM50DIe,Manifest,Russ,Manifest,0.142
4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,Alec Benjamin,Narrated For You,0.551
0yfFGJt1oeODR9VZYv12sT,Faded Photo,Lowhi,Hyphenated,0.357
5RGYTiIYBst4n6hm6Wgtp6,Where Do I Go from Here?,A Year on Earth,Chapter One,0.123
1OqiwWb361uyUoT2NITHjd,a million pretty pieces,"Nightly, Fleurie",a million pretty pieces,0.279
1uE4onkFvDXyBjIGsu9PZ5,drinking games,Sophie Cates,yikes!,0.302
5H6rGu4ZdVlQ2pNR73ijtc,Renee's Lullaby,Tangerine Rye,Sticky,0.341
7wPVzWQgjEN4E5c7igQnHb,The Little Things You Do (feat. Anushka Manchanda),"Mikey McCleary, Anushka Manchanda",TV Dinners,0.32
0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",0.575
3FpEXAupLwCHwzeUBxF99S,i loved you first,joan,i loved you first,0.216
6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Ed Sheeran,Bad Habits,0.591
0cQsBxe9OAd7luwJWskNQB,Me and My Broken Heart,"Boostereo, The Trendy",Me and My Broken Heart,0.68
1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,0.0784
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,0.472
7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,LALISA,0.396
0wI7QkCcs8FUQE1OkXUIqd,Scars To Your Beautiful,Alessia Cara,Know-It-All,0.451
05CrK6Q5VGtfPDtyQFJ4Kf,Sad Song (feat. Elena Coats),"We The Kings, Elena Coats",Somewhere Somehow,0.249
0HMjXBAZmSYOTTi33WpMso,History,One Direction,Made In The A.M. (Deluxe Edition),0.802
65gLJGey4u4KFFqoC5fzFJ,Brother,Kodaline,Politics of Living,0.21
0bfplNkWorRjwpJH7Qd66S,It Girl (feat. Megan Nicole),"Jason Chen, Megan Nicole","The Covers, Vol. 4",0.396
6CJLdpuz4utMTypcE8kUG3,Good Years,ZAYN,Icarus Falls,0.158
4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ,There's Really A Wolf,0.209
6Pce5yn5oOSDB6hZm8Ou2U,In My Blood - Acoustic,Shawn Mendes,In My Blood (Acoustic),0.24
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),0.283
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Calum Scott,Only Human (Deluxe),0.231
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",Red Pill Blues (Deluxe),0.448
5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,Make You Mine,0.638
4cGqn0E8JCSY9gQllQj4Mf,Let Somebody Go,"Coldplay, Selena Gomez",Music Of The Spheres,0.155
07rmSXN6vNoquX1AsWd9pP,Lalala,"Y2K, bbno$",Lalala,0.496
5EbidH3lGB30WuDsoR4km6,No Shame,5 Seconds of Summer,CALM,0.479
5M9jOReAKGZ2AttVefFjTY,Don't Look Down (feat. Usher),"Martin Garrix, USHER",Don't Look Down (feat. Usher),0.377
6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,DAMN.,0.422
1y4jsQt7MjnZhiD1L6qFBC,Cradles,Sub Urban,Cradles,0.632
2sezFaefMm8XN2o5t8QXhh,Wiseblood (Johnny Jewel Remix),"Zola Jesus, Johnny Jewel",Wiseblood (Johnny Jewel Remixes),0.103
5TSz2XVImJFn2iXNt5jtvP,You Belong To Me,The 88,Over And Over,0.378
7I9aSaUzI35w6NBfT5Mede,Jorge Regula,The Moldy Peaches,The Moldy Peaches,0.261
1JDIArrcepzWDTAWXdGYmP,I Want You To Know,"Zedd, Selena Gomez",True Colors,0.366
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",beerbongs & bentleys,0.459
49JQdvXRFnXb08qv3KQN56,Man On The Moon,Kid Cudi,Man On The Moon: The End Of Day,0.53
4fzsfWzRhPawzqhX8Qt9F3,Stronger,Kanye West,Graduation,0.49
2ovQ5MCx91XVjgVWEPfvks,Homecoming,"Kanye West, Chris Martin",Graduation,0.918
7EZC6E7UjZe63f1jRmkWxt,Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),0.312
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),0.749
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",0.758
3C0nOe05EIt1390bVABLyN,On The Floor,"Jennifer Lopez, Pitbull",Love?,0.575
5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",MONTERO,0.892
1kPpge9JDLpcj15qgrPbYX,Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,0.682
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,Battleground (Deluxe Edition),0.452
4IlqQhaxrGPxmg35YcXXuS,Dancin - Krono Remix,"Aaron Smith, Luvli, Krono",Ibiza 2019,0.28
2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",Lover,0.728
2I2AqFb0f9UNnolWc2MafC,Bang!,AJR,OK ORCHESTRA,0.654
0LTOpiPy2PahUkpMYLW3JL,song i made up to stop myself from having a panic attack just now (ft. rich),"Field Medic, Rich",song i made up to stop myself from having a panic attack just now,0.263
5vCrIqyTSU57WUdkdh7Vwx,Peter Pan,Sam Johnson,Peter Pan,0.115
59CfNbkERJ3NoTXDvoURjj,Boyfriend,Dove Cameron,Boyfriend,0.232
7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Bella Poarch,Build a Bitch,0.866
74SiMxFuGC4SYuIGRBIIcZ,Again (feat. Ghostly Kisses),"Men I Trust, Ghostly Kisses",Headroom,0.245
6QuiWKQ5grxerLW5RyCbaa,Self Love Therapy,Maja Kristina,Maja Kristina,0.272
5v8aEcHcaJIGYpfVVPtJjI,Wires,The Neighbourhood,I'm Sorry...,0.266
4HTKyOtuFST43QLkWPYvq1,Where the Heart Will Stay,Oakë,Where the Heart Will Stay,0.294
0ivINE5qrkS0xPyhxj8elQ,Crowned in Chrome,Crooked Fingers,Crooked Fingers (Deluxe Edition),0.517
0qt5f5EL92o8Snzopsv0en,Geronimo,Sheppard,Bombs Away,0.457
3XorCFmcupSm5QS6hA9g4N,I Want You,Savage Garden,Savage Garden,0.615
4Ckfqh9GmuDLg1stV0amqB,The Breakup (Shikwa),Riz Ahmed,The Long Goodbye,0.627
5ubHAQtKuFfiG4FXfLP804,Lego House,Ed Sheeran,+,0.565
1pNAf6W7POwjOD8x8mWf8G,Nobody Knows,Russ,Just In Case,0.526
5jgFfDIR6FR0gvlA56Nakr,Blackbird - Remastered 2009,The Beatles,The Beatles (Remastered),0.372
5JS2PrRqL4GMvtcPHbjoD9,Say You Love Me - Single; 2017 Remaster,Fleetwood Mac,Fleetwood Mac (2017 Remaster),0.887
6xdl0FM9U3VZL3AwmHw8V3,Wallflower,Moses Campbell,Who Are You? Who Is Anyone?,0.468
75OyLu99SNi8R3UDw8nQhr,Lazy Confessions,The Moldy Peaches,Unreleased Cutz and Live Jamz 1994-2002,0.766
0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,This Is America,0.549
3jVniYVNCrwQvvWJpReosr,Fear of the Water,SYML,Hurt for Me,0.151
2QwpEi3eNToZCCMMRcOj0u,2 / 14,The Band CAMINO,My Thoughts On You,0.551
5ZF6l3xKi3m6YK2dDXAsR5,Love Me Back (Fayahh Beat),"Trinidad Cardona, Robinson",Love Me Back (Fayahh Beat),0.692
4o6noN1jZoACW3rlpKaDla,It Gets Better,salem ilese,It Gets Better,0.669
5NBb5bidtCJWq8oI1n6E08,You Fuckers Were Asking for This One,Rav,B-Sides Vol.3 (2011-2015),0.641
0R4EcD2e5m9wsMmWVVbBOc,I've No More Fucks To Give,"Thomas Benjamin Wild Esq, Damian Clark",I've No More Fucks To Give,0.873
6y6N5Yq1xCZjIfI6mC4BmE,Choices (Yup),E-40,420 Party,0.24
1Jj6MF0xDOMA3Ut2Z368Bx,Time After Time,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),0.324
27hnU7Nqrrk0fbRMJwZK95,Dust,Late Night Thoughts,Dust,0.312
2GyQ3JeDSDgcHiVYZxjJ1u,Drama,Jesse®,&,0.327
7DCQIOmpGV4nkHx7DQckJS,Bloom Later,Jesse®,&,0.249
0B0kgEDcAmf4MDEEYStnpW,Open Book (feat. Mauli Dave),"Mikey McCleary, Mauli Dave",TV Dinners,0.446
7CETR23Us2ET1iXIKhF5Ju,Sorry for Writing All the Songs About You,Clara Mae,Sorry For Writing All The Songs About You (Acoustic),0.441
1NikdFvytzN4sS2XTDleOp,Serendipity,"lewloh, Julia Gartha",Serendipity,0.344
6UMqwvwPmgr2oql5Bse9E4,So Unimportant,"Ethan Gruska, Bon Iver",So Unimportant,0.346
5f4qkeyQM6LJBYWoAl2c6V,Alive,XYLØ,Alive,0.402
1a0M7E4aQgkMkuwpjnX9Nr,OMG (with Carly Rae Jepsen),"Gryffin, Carly Rae Jepsen",Gravity,0.685
2MvvoeRt8NcOXWESkxWn3g,Ribs,Lorde,Pure Heroine,0.0399
1B62o4CbdL9ckGvwsz2cgn,Where's My Love,SYML,SYML,0.37
7ydN6k1pLu6GRJsJpFXnYu,Hands,"Mike Perry, The Vamps, Sabrina Carpenter",Hands,0.602
40IBBRC1GE9n9eFqy2tNCj,The World Is Our Playground,Mikey McCleary,TV Dinners,0.572
4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,The Stranger (Legacy Edition),0.308
3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",0.731
2vQ5HpRpn8S2qlrZbLsaFr,I Got Summer on My Mind,Elli Eli,I Got Summer On My Mind,0.346
05zd5Nv0e02ZqrlC8A2cwx,United In Grief,Kendrick Lamar,Mr. Morale & The Big Steppers,0.331
31ABtQJdfloNaGz7ZhXaN5,King,Florence + The Machine,Dance Fever,0.0856
2At18rPHOuTEjGEppwGV0A,Peter Pan Was Right,Anson Seabra,Peter Pan Was Right,0.241
5lgqMorcT2crsPWiYlgec1,Truly Madly Deeply,One Direction,Take Me Home (Expanded Edition),0.552
5MWXOo8DJwgODtPGaietNz,cinderella's dead,EMELINE,cinderella's dead,0.531
3vBvMNtVbINeQj708jIjqU,October,Jonas Alaska,Jonas Alaska,0.484
0dkPo2Tvo0PhGJaUAvk4pC,go (feat. Sam Smith),"Cat Burns, Sam Smith",go (feat. Sam Smith),0.444
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,Glimpse of Us,0.268
40wUM3LFZOlUcZfxEIZrYK,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.26
0UtnpKaReKUg2GquaSxCyD,Money Trees,"Kendrick Lamar, Jay Rock","good kid, m.A.A.d city (Deluxe)",0.344
1BR5vhAlaoUiijQ28p6jlN,Backseat Freestyle,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.646
5h5tBFnbcVioFXiOixTn6E,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",0.0985
59xf3xJAMZTTISaXvPWbxP,Cool for the Summer,Demi Lovato,Cool for the Summer [Sped Up (Nightcore)],0.276
0Rx0DJI556Ix5gBny6EWmn,Paradise,Bazzi,Soul Searching,0.591
0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",So Far Away (feat. Jamie Scott & Romy Dya),0.13
4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,Future History (Deluxe Edition),0.345
238Sekyg7DyN2XDm0z4oWY,Fancy,"Drake, T.I., Swizz Beatz",Thank Me Later (Int'l Version),0.283
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,About Damn Time,0.722
6KgBpzTuTRPebChN0VTyzV,Good as Hell,Lizzo,Cuz I Love You (Super Deluxe),0.535
02Zkkf2zMkwRGQjZ7T4p8f,Anti-Hero,Taylor Swift,Midnights (3am Edition),0.519
6Nl7KyvjkFncGsjB49SxLl,Midnight Rain,Taylor Swift,Midnights (3am Edition),0.23
5yeuXkukVGuix3vmLu2BPJ,Vigilante Shit,Taylor Swift,Midnights (3am Edition),0.16
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,0.803
0kswxxNV4DLBqJeMIqFh5n,She Make It Clap,Soulja Boy,She Make It Clap,0.487
2mYr8miZhBqOSPipHLpKRG,Die For You,Joji,SMITHEREENS,0.154
6fhG2KJgwO7CrNflRaRmvp,Dandelions - slowed + reverb,"Ruth B., sped up + slowed, slater",Dandelions (slowed + reverb),0.258
4qikXelSRKvoCqFcHLB2H2,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,0.426
18zQTt3ifDv6iLni2YuXMg,Born Again,Rihanna,Black Panther: Wakanda Forever - Music From and Inspired By,0.259
35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),0.172
6VVvzNsWQd62FIQyc4zBSR,Coming Back For You,Fireboy DML,Black Panther: Wakanda Forever - Music From and Inspired By,0.248
2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",Her Loss,0.445
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,"Drake, 21 Savage",Her Loss,0.424
26hOm7dTtBi0TdpDGl141t,Die For You,Joji,SMITHEREENS,0.154
6sQH5GFuqhvemSdP2oOfRi,Pretty Boy Swag,Soulja Boy,The DeAndre Way (Deluxe Explicit Version),0.143
37vVp2sWHuuIBOSl1NswP6,i'm yours,Isabel LaRosa,i'm yours,0.635
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),0.238
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,Midnights,0.533
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,0.35
6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Black Panther: Wakanda Forever - Music From and Inspired By,0.172
5o77o7nTrQL1mWAyrvVMNI,Coming Back For You,Fireboy DML,Black Panther: Wakanda Forever - Music From and Inspired By,0.242
0xKBkLcF71uUQeTA7FSu4A,BEST ON EARTH (feat. BIA) - Bonus,"Russ, BIA",SHAKE THE SNOW GLOBE,0.597
26OhjtaTamFocE08t83ml6,"Psycho, Pt. 2",Russ,"Psycho, Pt. 2",0.424
16MneRxNQpHK250NaIo3bg,Serotonin,girl in red,if i could make it go quiet,0.72
2SCYxshCJTP6G5pjgm9CYC,Blood Money,Vancouver Sleep Clinic,Fallen Paradise,0.0828
4KlL5Bwlm4yHYxr0B2rHci,Heal,Tom Odell,Long Way Down (Deluxe),0.119
65QnKbugRDVJK6MBdwkKBo,it's ok!,corook,it’s ok!,0.493
6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,Players,0.624
5NORWMFC27ywGSZxi8uquP,Ophelia,The Lumineers,Cleopatra,0.566
1ly4juuAEfCQbkfioOL8v0,Ride Or Die,"Sabrina Sterling, Griffin Lancaster",Ride Or Die,0.224
1u0THw5xaGd7sYzJEh48Lt,Jenny of Oldstones (Game of Thrones),Florence + The Machine,Jenny of Oldstones (Game of Thrones),0.171
26b3oVLrRUaaybJulow9kz,People,Libianca,People,0.693
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,SOS,0.418
3k4CoiIQXiNBrwrmbBMDxj,ALL UP IN YOUR MIND,Beyoncé,RENAISSANCE,0.0805
6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,Lizzo,Special,0.723
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",0.459
4hMcamMdjiJmZ3thozEqOR,SOLD,Lana Lubany,SOLD,0.315
3rhcTGF7AK0QsSzMmLVkqu,Hard To Be Human,Anson Seabra,Hard To Be Human,0.204
1cM3Yg2598GAgtV8uu2hBZ,Atlas Hands,Benjamin Francis Leftwich,Last Smoke Before The Snowstorm (10th Anniversary Edition),0.477
3qIbNVYiKTBUECZ1iq1Qpq,Bed,Justice Smith,Bed,0.383
1fDFHXcykq4iw8Gg7s5hG9,About You,The 1975,Being Funny In A Foreign Language,0.461
5JAnepWYVyWqJBQlJuZhfD,Far Side of the World,"Holden Miller, Jake Fine",Far Side of the World,0.29
6X0OpZij7I99x2ZXQZHfRj,Dead Sea,The Lumineers,The Lumineers (Deluxe Edition),0.491
50Q02S1ZY0hwbmHTMABuDC,Somewhere Only We Know,rhianne,Somewhere Only We Know,0.209
2v4lwSzPGMG2G8DOLSinuK,hollow,sød ven,petrichor,0.167
0FOPDqF7FBZwHITfKHMvLK,Easy Go,"Grandtheft, Delaney Jane",Easy Go,0.566
1tf4Bfk8JIKryLpWYRvyiI,Whiskey And Rain,Michael Ray,Whiskey And Rain,0.718
2Q3YcwyuXgwBSrQd0Qh891,You Through a Spark,Crooked Fingers,Red Devil Dawn,0.831
2lpygKqzPFtItQ4ss3cgfb,Cinderella (feat. Ty Dolla $ign),"Mac Miller, Ty Dolla $ign",The Divine Feminine,0.24
3xrYub17E0jGFrkJ0JCCoM,Sparkly Socks,Salt Tree,Sparkly Socks,0.163
3glSbOyqE3wNd9UJolHLog,Let's Go Dancing on the Beach,Voyageur,Let's Go Dancing on the Beach,0.537
7rqaqQurHzR5xHAhdm1gmM,Goodbye Earl,The Chicks,Fly,0.765
6MrILERJLA3Jcq0E9poZsp,Without You,Harry Nilsson,Nilsson Schmilsson,0.142
3mZ33QYHWylbabTz82rHwj,So What,Miles Davis,Pleasantville -Music From The Motion Picture,0.236
3yNVfRQlUPViUh8O2V9SQn,Just a Friend,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,0.837
48EjSdYh8wz2gBxxqzrsLe,Cranes in the Sky,Solange,A Seat at the Table,0.465
6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,Four Tops Second Album,0.971
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,Evolve,0.556
29XiOFj6yTnutq3hSjwv88,NIGHT RIDER,Joji,SMITHEREENS,0.0398
7GgHRS2Z69OkX9bfMV8Fcp,Feeling Like The End,Joji,SMITHEREENS,0.632
3XL2raa5lRT7HrPZv2KZMR,1AM FREESTYLE,Joji,SMITHEREENS,0.124
3pFd9A26HBn5e1qXjHqdTC,Labradors,"Hailaker, Lowswimmer, Jemima Coulter",Holding,0.156
3qbToOWJKKc0HtruELjlE1,Famous,"Hailaker, Lowswimmer, Jemima Coulter",Iridesce / Famous,0.0867
31YHoSHFbOu4wOgg34skBq,Good People,"MALARKEY, Beave",Good People,0.62
1RDvyOk4WtPCtoqciJwVn8,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],0.341
1AQZboIuUPRAdR7Midm8Li,beautiful things,Joseph Tilley,beautiful things,0.482
17BrHOGnj5jkghZoGc5bLS,Hummingbird,Don Carnevale,Hummingbird,0.626
29kUiQdEvB9q7joHiYZNJ3,I Ain’t Worried - Acoustic,OneRepublic,"I Ain’t Worried - Acoustic (Music From The Motion Picture ""Top Gun: Maverick"")",0.783
4tUwl5pPya2cmezWS0xjeU,I Didn't Know,Sofia Carson,Purple Hearts (Original Soundtrack),0.285
1rpDLMm4FjGqMz6N1dZZo8,Million Reasons,Lady Gaga,Joanne (Deluxe),0.154
0M3xBZF1DDTsTUs7uUF7LR,cardigan,Taylor Swift,folklore: the escapism chapter,0.534
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",HEROES & VILLAINS,0.172
76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,SNAP,0.525
2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,five seconds flat,0.261
0gSc5Vo4tczXkHb2V208jz,Sunday Morning Coming Down,Kris Kristofferson,The Austin Sessions,0.163
2aavdtSzGJnjgxBvnJcX1A,Lifeline,Reuben Gray,Lifeline,0.195
7wvwXi9Z66dcH5t202vVkN,Will He,Joji,In Tongues (Deluxe),0.0872
67oXeTZpWaR6rfAEQc5JWS,Lost,Cher Lloyd,Lost,0.167
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,Memories...Do Not Open,0.219
4DHcnVTT87F0zZhRPYmZ3B,Flowers,Miley Cyrus,Endless Summer Vacation,0.646
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,0.857
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,Harry's House,0.662
1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,Arcade,0.266
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Calm Down (with Selena Gomez),0.802
5mHdCZtVyb4DcJw8799hZp,Escapism.,"RAYE, 070 Shake",My 21st Century Blues,0.25
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,"Big Sean, E-40",Dark Sky Paradise,0.395
1v6svH1Fyx9C1nIt1mA2DT,All I Want,"Olivia Rodrigo, Disney",High School Musical: The Musical: The Series (Original Soundtrack),0.129
3KD51YetMdgdPRSF42E35w,Motherfucker Got Fucked Up,Folk Uke,Folk Uke,0.482
7cflqPPi3zWfLFRRBTWeh6,talk is overrated,"Jeremy Zucker, blackbear",idle,0.658
1MFRapRpkXLhgMplU0CM76,exile,"Taylor Swift, Bon Iver",folklore: the escapism chapter,0.16
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,BALLADS 1,0.284
7xoUc6faLbCqZO6fQEYprd,One Last Time,Ariana Grande,My Everything (Deluxe),0.104
6w8pFOKn42O418qwcQElZ3,Waves,Dean Lewis,A Place We Knew,0.343
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),0.894
46u5B2WN4wryYLZuMAOmI4,Hurts So Good,Astrid S,Leave It Beautiful (Complete),0.423
5teOR8KU4XNWY2WlVUDiIR,85%,"Loote, gnash",lost,0.368
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),"Witt Lowry, Ava Max",Into Your Arms (feat. Ava Max),0.228
3TETmhGNWOcquUTtcr6RIR,The House of the Rising Sun,The Animals,The House of the Rising Sun: Best of The Animals,0.299
5gukv8x9eP58gFy2OcZEBQ,drunk text me,Lexi Jayde,closer to closure,0.232
5aUSEPNd3m5xliFK4pn5mU,Good Thing (with Kehlani),"Zedd, Kehlani",Good Thing (with Kehlani),0.574
1PyPK82Vd79mBJcuqA4Dv1,Say Yes,Elliott Smith,Either/Or,0.418
5Ewz5ms8XpjtkihWFLnJJs,Paint,The Paper Kites,Young North,0.396
6QdCN5iS19thnvwZ5m8vH8,hearts never break,When Chai Met Toast,hearts never break,0.183
2AwPXDmMeUJGt2Ro5Ea10G,Save Yourself,KALEO,A/B,0.111
4t1zWwxBWH2xqpQgR6KTcq,Girl in a Coffee Shop,Zach Seabaugh,Girl in a Coffee Shop,0.282
4bqkbekuSZFQmKcWpnGn5n,I Think I'm Growing?,FLETCHER,Girl Of My Dreams,0.395
0dSRoWYf0GOzX9L44g53sZ,One Step Ahead,Aretha Franklin,A Bit Of Soul,0.667
12xQjCTsGm2JKWZklTOZnu,Everybody Knows,The Wanted,Word Of Mouth (Deluxe),0.264
1XpAZlfENlrHalIvuhAp9R,Moon,Jonah Kagen,Moon,0.38
3JE04xcSOB8zuUzzazuaDj,broken,Jonah Kagen,broken,0.237
2G0Euh2XsSOtvgtMbysJmE,lost,Loote,lost,0.317
6s86N7LVaJZuU4alwKp6XO,Are you happy?,shy martin,Sad Songs,0.297
7jolSfE1rnsBLg0DMWuTkm,Take My Breath Away,Duncan Laurence,Take My Breath Away,0.112
5iE3eUH2WGCXcE2xr6DEmU,Waffle House,Jonas Brothers,Waffle House,0.864
60wwxj6Dd9NJlirf84wr2c,Clarity,"Zedd, Foxes",Clarity,0.176
2XMTqoHHSH0lvuXrvIEdco,Capsize,"FRENSHIP, Emily Warren",Truce - EP,0.355
6uvh0In7u1Xn4HgxOfAn8O,Matilda,Harry Styles,Harry's House,0.386
0aX5kjSlup9iqZbf1chTr3,Perfect Stranger,"John Mark Nelson, Sofia Mills",Hideaway,0.337
6rn05wjqqgF86cDdPRAGaa,To Let A Good Thing Die,Bruno Major,To Let A Good Thing Die,0.389
67O2rZupyhDT8FvyKhMzzQ,Until,Sad Songs for Happy People,02,0.72
6BcWK48iD0lSp6o4eHiUL1,Twister,Sad Songs for Happy People,01,0.332
2IgkKIJvTqGzb4NxW3XvSs,Time,Sad Songs for Happy People,02,0.44
3ID7eF7kZDRXCJ2bLDc0BY,Second,Sad Songs for Happy People,01,0.256
4Ewmpi0jmxle3HVzSnuO2S,Girl,Sad Songs for Happy People,02,0.356
3aaQNj8PtxCZHLMcXHaw94,Light,Sad Songs for Happy People,01,0.183
3pyyGVqWvRMq43qtJBzxe0,Kids,Current Joys,Kids,0.904
3uCkIqD0VzQUijbs8WIizs,These Days,Nico,Chelsea Girl,0.213
5vjLSffimiIP26QG5WcN2K,Hold On,Chord Overstreet,Hold On,0.167
3SQ1kXxEYB2EXgIjFFhw2D,seven,Taylor Swift,folklore: the escapism chapter,0.374
65YnIFKuwUCLIqMHAP8TAm,the lakes,Taylor Swift,folklore: the escapism chapter,0.268
07c4PaAD3aPavDfZxeHZoY,why didn't you call???,Saint Harison,why didn't you call???,0.307
6HbxpoChDH9ThadFOSAnma,Autumn Town Leaves,Iron & Wine,Weed Garden,0.425
1Wt8OoQoQ2DsoPHs0TdOHn,Call On Me (feat. Vancouver Sleep Clinic),"Seven Lions, Vancouver Sleep Clinic",Beyond The Veil,0.105
2nD9CUfMMUVxL0UyFs8fGG,Pistol,Cigarettes After Sex,Pistol,0.373
